"BarcodeID","TripID","Region","Reach","Date","SampleNumber","RiverMile","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","Collector","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"D01351","LF20121117","GrandCanyon","CRLeesFerry","11/25/2012","4,3",0.00,20.00,,1,4,"Day","09:56:00",330,,,"Net",0.88,128.50,0.39,26.05,0,0,,"EvansM","",0.23,0,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
"D01352","LF20121117","GrandCanyon","CRLeesFerry","11/25/2012","5,4",0.00,18.50,,1,24,"Day","10:08:10",300,,,"Net",1.00,116.99,0.39,8.54,0,0,,"EvansM","",0.08,0,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
"D01392","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","1",-3.50,17.50,14.50,0,4,"Crepuscular","17:44:45",905,,,"Net",0.98,274.97,0.30,55.74,1,1,,"IngramA","",3.48,0,,,"Natal Origins 2013 September trip. Long sample duration verified (2017-06-28 JDM)."
"D01393","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","2",-3.50,17.50,14.50,0,4,"Crepuscular","18:13:39",308,,,"Net",1.02,214.42,0.70,43.46,1,0,,"LassiterL","",1.65,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01395","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","4",-3.50,17.50,14.50,0,4,"Crepuscular","18:40:50",308,,,"Net",1.04,226.12,0.73,45.83,1,0,,"IngramA","",5.27,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01396","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","5",-3.50,17.50,3.50,0,4,"Crepuscular","18:52:18",305,,,"Net",1.04,239.95,0.79,48.64,1,0,,"IngramA","",1.87,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01397","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","6",-3.50,17.50,14.50,0,4,"Crepuscular","19:12:30",325,,,"Net",1.02,219.29,0.67,44.45,1,0,,"LassiterL","",2.58,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01398","GC20130912","GrandCanyon","CRLeesFerry","09/12/2013","7",-3.50,17.50,14.50,0,4,"Crepuscular","19:40:57",292,,,"Net",1.12,189.89,0.65,38.49,1,0,,"QuigleyT","",3.50,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01399","LF20130913","GrandCanyon","CRLeesFerry","09/13/2013","1,1",0.00,25.00,,1,4,"Day","13:36:50",313,,,"Net",1.13,180.15,0.58,36.52,0,0,,"IngramA","",23.42,0,,,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Labeled LAGRA1."
"D01400","LF20130913","GrandCanyon","CRLeesFerry","09/13/2013","2,2",0.00,24.00,,1,4,"Day","13:49:40",297,,,"Net",0.99,172.78,0.58,35.02,0,0,,"LassiterL","",11.60,0,,,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Labeled LAGRA2."
"D01401","LF20130913","GrandCanyon","CRLeesFerry","09/13/2013","3,3",0.00,23.00,,1,4,"Day","14:06:44",306,,,"Net",1.08,201.37,0.66,40.82,0,0,,"LassiterL","",7.22,0,,,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Labeled LAGRA3."
"D01402","LF20130913","GrandCanyon","CRLeesFerry","09/13/2013","4,4",0.00,23.00,,1,4,"Day","14:22:20",304,,,"Net",0.99,185.61,0.61,37.62,0,0,,"KortenhoevenE","",7.22,0,,,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Labeled LAGRA4."
"D01403","LF20130913","GrandCanyon","CRLeesFerry","09/13/2013","1",-0.20,17.00,,1,4,"Day","14:53:00",246,,,"Net",1.03,86.30,0.35,17.49,0,0,,"QuigleyT","",1.35,0,,,"Abbreviated Lees Ferry Lagrangian sampling. Only did buoy sample. Labeled LAGRA BUOY."
"D01404","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","1",-3.50,17.00,10.00,0,4,"Crepuscular","17:43:46",354,,,"Net",1.03,248.69,0.70,50.41,1,0,,"IngramA","",3.17,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01405","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","8",-3.50,17.00,10.00,0,4,"Crepuscular","18:12:28",317,,,"Net",1.10,233.38,0.74,47.31,1,0,,"LassiterL","",2.38,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01406","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","9",-3.50,17.00,3.50,0,4,"Crepuscular","18:22:47",306,,,"Net",1.02,240.46,0.79,48.74,1,0,,"EvansM","",2.03,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01407","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","10",-3.50,17.00,10.00,0,4,"Crepuscular","18:57:20",310,,,"Net",1.03,216.22,0.70,43.83,1,0,,"IngramA","",2.65,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01408","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","11",-3.50,17.00,3.50,0,4,"Crepuscular","19:05:19",319,,,"Net",1.13,254.66,0.80,51.62,1,0,,"IngramA","",1.67,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01409","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","12",-3.50,17.00,10.00,0,4,"Crepuscular","19:13:40",327,,,"Net",1.04,214.69,0.66,43.52,1,0,,"EvansM","",3.07,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01410","GC20130912","GrandCanyon","CRLeesFerry","09/13/2013","13",-3.50,17.00,10.00,0,4,"Crepuscular","19:39:20",307,,,"Net",1.04,226.34,0.74,45.88,1,0,,"IngramA","",6.68,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day. Bomb bar was bent, which may have lowered bomb clicks."
"D01424","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","7",19.07,25.00,22.00,0,4,"Crepuscular","17:37:35",114,,,"Net",1.04,75.37,0.66,15.28,1,0,,"EvansM","",6.38,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks. Short sample duration verified (2017-06-28 "
"D01425","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","8",19.07,25.00,22.00,0,4,"Crepuscular","18:07:56",166,,,"Net",1.05,110.02,0.66,22.30,1,0,,"LassiterL","",4.65,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01426","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","9",19.07,25.00,3.50,0,4,"Crepuscular","18:34:48",150,,,"Net",0.89,110.77,0.74,22.45,0,0,,"LassiterL","",2.32,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01427","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","10",19.07,25.00,22.00,0,4,"Crepuscular","18:40:36",138,,,"Net",1.06,87.59,0.63,17.75,1,0,,"LassiterL","",3.23,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01428","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","11",19.07,25.00,3.50,0,4,"Crepuscular","18:59:50",147,,,"Net",0.86,108.22,0.74,21.94,0,0,,"IngramA","",5.25,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01429","GC20140109","GrandCanyon","CRGrandCanyon","01/15/2014","6",61.35,16.00,13.00,0,4,"Crepuscular","17:59:05",175,,,"Net",0.84,135.28,0.77,27.42,0,0,,"EvansM","",9.87,0,,,"Natal Origins 2014 January trip. "
"D01430","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","13",19.07,25.00,22.00,0,4,"Crepuscular","19:40:45",183,,,"Net",1.34,123.18,0.67,24.97,1,0,,"QuigleyT","",7.50,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01431","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","1",19.07,22.50,3.50,0,4,"Day","12:06:11",126,,,"Net",1.04,87.40,0.69,17.72,1,0,,"LassiterL","",1.52,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01432","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","2",19.07,22.50,19.50,0,4,"Day","12:31:13",115,,,"Net",1.06,68.92,0.60,13.97,1,0,,"LassiterL","",2.55,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks. Short sample duration verified (2017-06-28 JDM)."
"D01433","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","3",19.07,22.50,3.50,0,4,"Day","12:40:34",130,,,"Net",1.00,93.96,0.72,19.05,1,0,,"EvansM","",2.75,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01434","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","4",19.07,22.50,19.50,0,4,"Day","12:50:44",132,,,"Net",1.11,79.73,0.60,16.16,1,0,,"LassiterL","",3.05,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01435","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","5",19.07,22.50,3.50,0,4,"Day","13:11:17",121,,,"Net",1.07,85.46,0.71,17.32,1,0,,"LassiterL","",2.18,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01436","GC20130912","GrandCanyon","CRGrandCanyon","09/15/2013","6",19.07,22.50,19.50,0,4,"Day","13:22:56",129,,,"Net",1.06,79.62,0.62,16.14,1,0,,"QuigleyT","",4.93,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01444","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","7",39.66,39.00,36.00,0,4,"Crepuscular","17:46:10",301,,,"Net",1.11,160.43,0.53,32.52,1,0,,"IngramA","",5.63,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01445","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","8",39.66,39.00,36.00,0,4,"Crepuscular","18:15:22",404,,,"Net",0.92,205.62,0.51,41.68,0,0,,"IngramA","",5.07,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01446","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","9",39.66,39.00,3.50,0,4,"Crepuscular","18:31:04",296,,,"Net",1.08,186.74,0.63,37.85,1,0,,"QuigleyT","",9.03,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01447","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","10",39.66,39.00,36.00,0,4,"Crepuscular","18:39:10",300,,,"Net",1.04,173.29,0.58,35.13,1,0,,"IngramA","",4.57,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01448","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","11",39.66,39.00,3.50,0,4,"Crepuscular","19:01:27",308,,,"Net",1.03,197.90,0.64,40.11,1,0,,"IngramA","",6.88,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01449","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","12",39.66,39.00,36.00,0,4,"Crepuscular","19:12:43",284,,,"Net",0.97,170.17,0.60,34.49,0,0,,"LassiterL","",6.05,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01450","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","13",39.66,39.00,36.00,0,4,"Crepuscular","19:36:47",304,,,"Net",0.94,182.03,0.60,36.90,0,0,,"LassiterL","",7.33,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01451","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","1",39.66,33.50,6.50,0,4,"Day","12:14:54",304,,,"Net",1.10,147.63,0.49,29.92,1,0,,"LassiterL","",2.83,0,,,"Natal Origins 2013 September trip. Deep ""high"" sample because of floating debris.  Bomb bar was bent, which may have lowered bomb clicks."
"D01452","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","2",39.66,33.50,30.50,0,4,"Day","12:32:45",299,,,"Net",1.20,126.11,0.42,25.56,1,0,,"LassiterL","",4.95,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01453","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","3",39.66,33.50,6.50,0,4,"Day","13:01:50",301,,,"Net",1.18,151.42,0.50,30.69,1,0,,"IngramA","",6.17,0,,,"Natal Origins 2013 September trip. Deep ""high"" sample because of floating debris. Bomb bar was bent, which may have lowered bomb clicks."
"D01454","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","4",39.66,33.50,30.50,0,4,"Day","13:26:08",332,,,"Net",0.97,138.19,0.42,28.01,0,0,,"LassiterL","",5.52,0,,,"Natal Origins 2013 September trip."
"D01455","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","5",39.66,33.50,6.50,0,4,"Day","13:43:26",334,,,"Net",1.22,194.59,0.58,39.44,1,0,,"EvansM","",7.12,0,,,"Natal Origins 2013 September trip. Deep ""high"" sample because of floating debris. Bomb bar was bent, which may have lowered bomb clicks."
"D01456","GC20130912","GrandCanyon","CRGrandCanyon","09/17/2013","6",39.66,33.50,30.50,0,4,"Day","14:00:30",278,,,"Net",1.09,149.40,0.54,30.28,1,0,,"QuigleyT","",8.33,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01464","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","7",61.35,19.50,16.50,0,4,"Crepuscular","17:44:05",250,,,"Net",1.26,133.69,0.53,27.10,1,0,,"LassiterL","",4.48,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01465","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","9",61.35,19.50,3.50,0,4,"Crepuscular","18:28:07",198,,,"Net",1.34,128.10,0.65,25.97,1,0,,"QuigleyT","",3.48,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01466","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","10",61.35,19.50,16.50,0,4,"Crepuscular","18:39:10",187,,,"Net",1.36,111.10,0.59,22.52,1,0,,"EvansM","",8.05,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01467","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","11",61.35,19.50,3.50,0,4,"Crepuscular","18:57:45",189,,,"Net",1.44,115.11,0.61,23.33,1,0,,"LassiterL","",1.93,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01468","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","12",61.35,19.50,16.50,0,4,"Crepuscular","19:07:29",182,,,"Net",1.35,88.04,0.48,17.85,1,0,,"IngramA","",6.37,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01469","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","8",61.35,19.50,16.50,0,4,"Crepuscular","18:07:02",218,,,"Net",1.33,127.26,0.58,25.80,1,0,,"LassiterL","",2.58,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01470","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","13",61.35,19.50,16.50,0,4,"Crepuscular","19:37:43",213,,,"Net",1.31,121.35,0.57,24.60,1,0,,"LassiterL","",3.92,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day.  Bomb bar was bent, which may have lowered bomb clicks."
"D01471","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","1",61.35,19.50,3.50,0,4,"Day","13:11:43",307,,,"Net",0.98,222.81,0.73,45.16,0,0,,"IngramA","",5.48,0,,,"Natal Origins 2013 September trip."
"D01472","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","2",61.35,19.50,16.50,0,4,"Day","13:50:54",241,,,"Net",1.12,149.08,0.62,30.22,1,0,,"QuigleyT","",12.88,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01473","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","3",61.35,19.50,3.50,0,4,"Day","14:05:34",240,,,"Net",1.03,174.15,0.73,35.30,1,0,,"LassiterL","",2.92,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01474","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","4",61.35,19.50,16.50,0,4,"Day","14:16:32",248,,,"Net",1.04,164.44,0.66,33.33,1,0,,"LassiterL","",6.32,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01475","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","5",61.35,19.50,3.50,0,4,"Day","14:34:59",240,,,"Net",1.04,217.30,0.91,44.05,1,0,,"LassiterL","",10.53,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01476","GC20130912","GrandCanyon","CRGrandCanyon","09/19/2013","6",61.35,19.50,16.50,0,4,"Day","14:50:01",235,,,"Net",1.21,161.40,0.69,32.72,1,0,,"QuigleyT","",11.30,0,,,"Natal Origins 2013 September trip. Bomb bar was bent, which may have lowered bomb clicks."
"D01477","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","1",63.65,16.00,13.00,0,4,"Crepuscular","17:51:57",91,,,"Net",0.79,63.38,0.70,12.85,1,0,,"IngramA","",2.57,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01478","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","2",63.65,16.00,13.00,0,4,"Crepuscular","18:06:45",65,,,"Net",0.88,44.36,0.68,8.99,1,0,,"EvansM","",2.12,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01479","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","3",63.65,16.00,3.50,0,4,"Crepuscular","18:24:12",95,,,"Net",0.98,75.43,0.79,15.29,1,0,,"IngramA","",1.28,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01480","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","4",63.65,16.00,13.00,0,4,"Crepuscular","18:35:45",62,,,"Net",0.99,46.67,0.75,9.46,1,0,,,"",0.00,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01481","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","5",63.65,16.00,3.50,0,4,"Crepuscular","18:52:35",83,,,"Net",0.93,66.63,0.80,13.51,1,0,,"IngramA","",0.87,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01482","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","6",63.65,16.00,13.00,0,4,"Crepuscular","19:06:12",70,,,"Net",0.96,46.13,0.66,9.35,1,0,,"IngramA","",1.25,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01483","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","7",63.65,16.00,13.00,0,4,"Crepuscular","19:30:55",90,,,"Net",0.93,54.74,0.61,11.10,1,0,,"EvansM","",4.45,0,,,"Natal Origins 2013 September trip. Short sample duration verified (2017-06-28 JDM)."
"D01484","GC20130912","GrandCanyon","CRGrandCanyon","09/25/2013","8",63.65,16.00,,0,4,,"",,,,"Net",,,,,1,1,,"IngramA","",1.98,0,,,"Natal Origins 2013 September trip. No data on this sample (2017-06-28 JDM)."
"D01485","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","1",63.65,15.00,3.50,0,4,"Day","12:22:03",61,,,"Net",0.79,45.35,0.74,9.19,1,0,,"IngramA","",1.15,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01486","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","2",63.65,15.00,,1,4,"Day","12:37:50",30,,,"Net",0.87,18.00,0.60,3.65,1,1,,"EvansM","",1.20,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01487","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","3",63.65,15.00,3.50,0,4,"Day","12:44:27",50,,,"Net",0.75,35.24,0.70,7.14,1,0,,"EvansM","",2.75,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01488","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","4",63.65,15.00,,1,4,"Day","12:52:14",29,,,"Net",0.82,22.76,0.78,4.61,1,1,,"EvansM","",2.07,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01489","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","5",63.65,15.00,3.50,0,4,"Day","12:59:48",44,,,"Net",0.87,36.07,0.82,7.31,1,0,,"EvansM","",1.18,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01490","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","6",63.65,15.00,,1,4,"Day","13:04:56",34,,,"Net",0.82,24.02,0.71,4.87,1,1,,"EvansM","",1.67,0,,,"Natal Origins 2013 September trip. Very turbid, thick water from flooding. All deep samples susceptible to significant backflow issues, so dropped net to 3 ft above bottom, and reeling it up in one, continuous, quick movement.  Depth-integrated, just quic"
"D01491","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","7",63.65,14.50,11.50,0,4,"Crepuscular","17:35:28",60,,,"Net",0.90,41.56,0.69,8.42,1,0,,"IngramA","",1.45,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01492","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","8",63.65,14.50,11.50,0,4,"Crepuscular","18:04:50",62,,,"Net",0.93,45.76,0.74,9.28,1,0,,"IngramA","",3.62,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01493","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","9",63.65,14.50,3.50,0,4,"Crepuscular","18:17:50",62,,,"Net",0.84,43.90,0.71,8.90,1,0,,"IngramA","",1.88,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01494","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","10",63.65,14.50,11.50,0,4,"Crepuscular","18:40:52",67,,,"Net",0.94,56.30,0.84,11.41,1,0,,"EvansM","",3.32,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01495","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","11",63.65,14.50,3.50,0,4,"Crepuscular","18:56:26",60,,,"Net",0.86,41.70,0.70,8.45,1,0,,"EvansM","",1.88,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01496","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","12",63.65,14.50,11.50,0,4,"Crepuscular","19:05:56",64,,,"Net",0.98,38.44,0.60,7.79,1,0,,"IngramA","",1.50,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01497","GC20130912","GrandCanyon","CRGrandCanyon","09/26/2013","13",63.65,14.50,11.50,0,4,"Crepuscular","19:34:21",59,,,"Net",0.93,36.37,0.62,7.37,1,0,,"IngramA","",1.52,0,,,"Natal Origins 2013 September trip. Relabeled sample number to make it distinct from other sample sets collected at a different time of day on the same day."
"D01529","LF20131018","GrandCanyon","CRLeesFerry","10/18/2013","1",-0.20,18.00,,1,4,"Day","11:42:02",311,,,"Net",,96.79,0.31,19.62,0,0,,"QuigleyT","",0.30,0,,,"Abbreviated Lees Ferry Lagrangian sampling. "
"D01530","LF20131018","GrandCanyon","CRLeesFerry","10/18/2013","2",-2.10,13.00,,1,4,"Day","12:08:11",309,,,"Net",,244.82,0.79,49.63,0,0,,"KortenhoevenE","",7.62,0,,,"Abbreviated Lees Ferry Lagrangian sampling. "
"D01531","LF20131018","GrandCanyon","CRLeesFerry","10/18/2013","3",-3.40,10.00,,1,4,"Day","12:25:42",331,,,"Net",,203.18,0.61,41.18,0,0,,"MetcalfeA","",3.07,0,,,"Abbreviated Lees Ferry Lagrangian sampling. "
